Cake-LP,Cake,BUSD,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56
Cake-LP,Cake,WBNB,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,WBNB,BUSD,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56
Cake-LP,ADA,WBNB,0x3EE2200Efb3400fAbB9AacF31297cBdD1d435D47,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,BAND,WBNB,0xAD6cAEb32CD2c308980a548bD0Bc5AA4306c6c18,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,DOT,WBNB,0x7083609fCE4d1d8Dc0C979AAb8c869Ea2C873402,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,EOS,WBNB,0x56b6fB708fC5732DEC1Afc8D8556423A2EDcCbD6,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,WBNB,LINK,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xF8A0BF9cF54Bb92F17374d9e9A321E6a111a51bD
Cake-LP,USDT,BUSD,0x55d398326f99059fF775485246999027B3197955,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56
Cake-LP,TWT,WBNB,0x4B0F1812e5Df2A09796481Ff14017e6005508003,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,WBNB,XVS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xcF6BB5389c92Bdda8a3747Ddb454cB7a64626C63
Cake-LP,ETH,WBNB,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,BTCB,WBNB,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,ALPHA,WBNB,0xa1faa113cbE53436Df28FF0aEe54275c13B40975,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,USDT,WBNB,0x55d398326f99059fF775485246999027B3197955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,XRP,WBNB,0x1D2F0da169ceB9fC7B3144628dB156f3F6c60dBE,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,ATOM,WBNB,0x0Eb3a705fc54725037CC9e008bDede697f62F335,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,WBNB,UNI,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xBf5140A22578168FD562DCcF235E5D43A02ce9B1
Cake-LP,FIL,WBNB,0x0D8Ce2A99Bb6e3B7Db580eD848240e4a0F9aE153,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,INJ,WBNB,0xa2B726B1145A4773F68593CF171187d8EBe4d495,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,SXP,WBNB,0x47BEAd2563dCBf3bF2c9407fEa4dC236fAbA485A,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,UNFI,WBNB,0x728C5baC3C3e370E372Fc4671f9ef6916b814d8B,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,VAI,BUSD,0x4BD17003473389A42DAF6a0a729f6Fdb328BbBd7,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56
Cake-LP,WBNB,REEF,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xF21768cCBC73Ea5B6fd3C687208a7c2def2d966e
Cake-LP,bALBT,WBNB,0x72fAa679E1008Ad8382959FF48E392042A8b06f7,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,BSCX,WBNB,0x5Ac52EE5b2a633895292Ff6d8A89bB9190451587,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,DAI,BUSD,0x1AF3F329e8BE154074D8769D1FFa4eE058B1DBc3,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56
Cake-LP,USDC,BUSD,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56
Cake-LP,LTC,WBNB,0x4338665CBB7B2485A8855A139b75D5e34AB0DB94,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,BTCST,WBNB,0x78650B139471520656b9E7aA7A5e9276814a38e9,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,Helmet,WBNB,0x948d2a81086A075b3130BAc19e4c6DEe1D2E3fE8,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,FRONT,WBNB,0x928e55daB735aa8260AF3cEDadA18B5f70C72f1b,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,UST,mTSLA,0x23396cF899Ca06c4472205fC903bDB4de249D6fC,0xF215A127A196e3988C09d052e16BcFD365Cd7AA3
Cake-LP,UST,mNFLX,0x23396cF899Ca06c4472205fC903bDB4de249D6fC,0xa04F060077D90Fe2647B61e4dA4aD1F97d6649dc
Cake-LP,UST,BUSD,0x23396cF899Ca06c4472205fC903bDB4de249D6fC,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56
Cake-LP,WBNB,EGLD,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xbF7c81FFF98BbE61B40Ed186e4AfD6DDd01337fe
Cake-LP,BDO,WBNB,0x190b589cf9Fb8DDEabBFeae36a813FFb2A702454,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,LIT,WBNB,0xb59490aB09A0f526Cc7305822aC65f2Ab12f9723,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,LINA,BUSD,0x762539b45A1dCcE3D36d080F74d1AED37844b878,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56
Cake-LP,WBNB,SFP,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xD41FDb03Ba84762dD66a0af1a6C8540FF1ba5dfb
Cake-LP,ETH,COMP,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,0x52CE071Bd9b1C4B00A0b92D298c512478CaD67e8
Cake-LP,ZEE,WBNB,0x44754455564474A89358B2C2265883DF993b12F0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,WBNB,BRY,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xf859Bf77cBe8699013d6Dbc7C2b926Aaf307F830
Cake-LP,SWINGBY,WBNB,0x71DE20e0C4616E7fcBfDD3f875d568492cBE4739,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,DODO,WBNB,0x67ee3Cb086F8a16f34beE3ca72FAD36F7Db929e2,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,ETH,SUSHI,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,0x947950BcC74888a40Ffa2593C5798F11Fc9124C4
Cake-LP,BOR,WBNB,0x92D7756c60dcfD4c689290E8A9F4d263b3b32241,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,IOTX,BUSD,0x9678E42ceBEb63F23197D726B29b1CB20d0064E5,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56
Cake-LP,bMXX,WBNB,0x4131b87F74415190425ccD873048C708F8005823,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,WATCH,WBNB,0x7A9f28EB62C791422Aa23CeAE1dA9C847cBeC9b0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,BEL,WBNB,0x8443f091997f06a61670B735ED92734F5628692F,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,DEXE,BUSD,0x039cB485212f996A9DBb85A9a75d898F94d38dA6,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56
Cake-LP,BFI,WBNB,0x81859801b01764D4f0Fa5E64729f5a6C3b91435b,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,RAMP,BUSD,0x8519EA49c997f50cefFa444d240fB655e89248Aa,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56
Cake-LP,WBNB,BELT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xE0e514c71282b6f4e823703a39374Cf58dc3eA4f
Cake-LP,BUX,WBNB,0x211FfbE424b90e25a15531ca322adF1559779E45,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,FOR,BUSD,0x658A109C5900BC6d2357c87549B651670E5b0539,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56
Cake-LP,WBNB,BUNNY,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xC9849E6fdB743d08fAeE3E34dd2D1bc69EA11a51
Cake-LP,COS,WBNB,0x96Dd399F9c3AFda1F194182F71600F1B65946501,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,TXL,BUSD,0x1FFD0b47127fdd4097E54521C9E2c7f0D66AafC5,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56
Cake-LP,WBNB,BIFI,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xCa3F508B8e4Dd382eE878A314789373D80A5190A
Cake-LP,DUSK,WBNB,0xB2BD0749DBE21f623d9BABa856D3B0f0e1BFEc9C,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,TRADE,WBNB,0x7af173F350D916358AF3e218Bdf2178494Beb748,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,UST,MIR,0x23396cF899Ca06c4472205fC903bDB4de249D6fC,0x5B6DcF557E2aBE2323c48445E8CC948910d8c2c9
Cake-LP,LTO,WBNB,0x857B222Fc79e1cBBf8Ca5f78CB133d1b7CF34BBd,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,WBNB,pCWS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xbcf39F0EDDa668C58371E519AF37CA705f2bFcbd
Cake-LP,DFT,WBNB,0x42712dF5009c20fee340B245b510c0395896cF6e,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
Cake-LP,WBNB,GUM,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xc53708664b99DF348dd27C3Ac0759d2DA9c40462
Cake-LP,DEGO,WBNB,0x3FdA9383A84C05eC8f7630Fe10AdF1fAC13241CC,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c
